1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
44.30952381,24.20238095,26.91904762,24.95952381,19.97142857,45.75714286,36.71666667,33.74557823,34.22355442,34.70153061,35.1795068,35.65748299,36.13545918,36.61343537,37.09141156,37.56938776,38.04736395,38.52534014,39.00331633,39.48129252,39.95926871,40.4372449,40.91522109,41.39319728,41.87117347,42.34914966,42.82712585,43.30510204,43.78307823,44.26105442,44.73903061,45.2170068,45.69498299,46.17295918,46.65093537,47.12891156,47.60688776,48.08486395,48.56284014,49.04081633,49.51879252,49.99676871,50.4747449,50.95272109,51.43069728,51.90867347,52.38664966,52.86462585,53.34260204,53.82057823,54.29855442,54.77653061,55.2545068,55.73248299,56.21045918,56.68843537,57.16641156,57.64438776,58.12236395,58.60034014,59.07831633,59.55629252,60.03426871,60.5122449,60.99022109,61.46819728,61.94617347,62.42414966,62.90212585,63.38010204,63.85807823,64.33605442,64.81403061,65.2920068,65.76998299,66.24795918,66.72593537,67.20391156,67.68188776,68.15986395
44.70238095,24.41309524,27.1547619,25.17738095,20.14285714,46.16428571,37.04166667,34.04353741,34.52597789,35.00841837,35.49085884,35.97329932,36.4557398,36.93818027,37.42062075,37.90306122,38.3855017,38.86794218,39.35038265,39.83282313,40.31526361,40.79770408,41.28014456,41.76258503,42.24502551,42.72746599,43.20990646,43.69234694,44.17478741,44.65722789,45.13966837,45.62210884,46.10454932,46.5869898,47.06943027,47.55187075,48.03431122,48.5167517,48.99919218,49.48163265,49.96407313,50.44651361,50.92895408,51.41139456,51.89383503,52.37627551,52.85871599,53.34115646,53.82359694,54.30603741,54.78847789,55.27091837,55.75335884,56.23579932,56.7182398,57.20068027,57.68312075,58.16556122,58.6480017,59.13044218,59.61288265,60.09532313,60.57776361,61.06020408,61.54264456,62.02508503,62.50752551,62.98996599,63.47240646,63.95484694,64.43728741,64.91972789,65.40216837,65.88460884,66.36704932,66.8494898,67.33193027,67.81437075,68.29681122,68.7792517
45.0952381,24.62380952,27.39047619,25.3952381,20.31428571,46.57142857,37.36666667,34.3414966,34.82840136,35.31530612,35.80221088,36.28911565,36.77602041,37.26292517,37.74982993,38.23673469,38.72363946,39.21054422,39.69744898,40.18435374,40.6712585,41.15816327,41.64506803,42.13197279,42.61887755,43.10578231,43.59268707,44.07959184,44.5664966,45.05340136,45.54030612,46.02721088,46.51411565,47.00102041,47.48792517,47.97482993,48.46173469,48.94863946,49.43554422,49.92244898,50.40935374,50.8962585,51.38316327,51.87006803,52.35697279,52.84387755,53.33078231,53.81768707,54.30459184,54.7914966,55.27840136,55.76530612,56.25221088,56.73911565,57.22602041,57.71292517,58.19982993,58.68673469,59.17363946,59.66054422,60.14744898,60.63435374,61.1212585,61.60816327,62.09506803,62.58197279,63.06887755,63.55578231,64.04268707,64.52959184,65.0164966,65.50340136,65.99030612,66.47721088,66.96411565,67.45102041,67.93792517,68.42482993,68.91173469,69.39863946
45.48809524,24.83452381,27.62619048,25.61309524,20.48571429,46.97857143,37.69166667,34.63945578,35.13082483,35.62219388,36.11356293,36.60493197,37.09630102,37.58767007,38.07903912,38.57040816,39.06177721,39.55314626,40.04451531,40.53588435,41.0272534,41.51862245,42.0099915,42.50136054,42.99272959,43.48409864,43.97546769,44.46683673,44.95820578,45.44957483,45.94094388,46.43231293,46.92368197,47.41505102,47.90642007,48.39778912,48.88915816,49.38052721,49.87189626,50.36326531,50.85463435,51.3460034,51.83737245,52.3287415,52.82011054,53.31147959,53.80284864,54.29421769,54.78558673,55.27695578,55.76832483,56.25969388,56.75106293,57.24243197,57.73380102,58.22517007,58.71653912,59.20790816,59.69927721,60.19064626,60.68201531,61.17338435,61.6647534,62.15612245,62.6474915,63.13886054,63.63022959,64.12159864,64.61296769,65.10433673,65.59570578,66.08707483,66.57844388,67.06981293,67.56118197,68.05255102,68.54392007,69.03528912,69.52665816,70.01802721
45.88095238,25.0452381,27.86190476,25.83095238,20.65714286,47.38571429,38.01666667,34.93741497,35.4332483,35.92908163,36.42491497,36.9207483,37.41658163,37.91241497,38.4082483,38.90408163,39.39991497,39.8957483,40.39158163,40.88741497,41.3832483,41.87908163,42.37491497,42.8707483,43.36658163,43.86241497,44.3582483,44.85408163,45.34991497,45.8457483,46.34158163,46.83741497,47.3332483,47.82908163,48.32491497,48.8207483,49.31658163,49.81241497,50.3082483,50.80408163,51.29991497,51.7957483,52.29158163,52.78741497,53.2832483,53.77908163,54.27491497,54.7707483,55.26658163,55.76241497,56.2582483,56.75408163,57.24991497,57.7457483,58.24158163,58.73741497,59.2332483,59.72908163,60.22491497,60.7207483,61.21658163,61.71241497,62.2082483,62.70408163,63.19991497,63.6957483,64.19158163,64.68741497,65.1832483,65.67908163,66.17491497,66.6707483,67.16658163,67.66241497,68.1582483,68.65408163,69.14991497,69.6457483,70.14158163,70.63741497
46.27380952,25.25595238,28.09761905,26.04880952,20.82857143,47.79285714,38.34166667,35.23537415,35.73567177,36.23596939,36.73626701,37.23656463,37.73686224,38.23715986,38.73745748,39.2377551,39.73805272,40.23835034,40.73864796,41.23894558,41.7392432,42.23954082,42.73983844,43.24013605,43.74043367,44.24073129,44.74102891,45.24132653,45.74162415,46.24192177,46.74221939,47.24251701,47.74281463,48.24311224,48.74340986,49.24370748,49.7440051,50.24430272,50.74460034,51.24489796,51.74519558,52.2454932,52.74579082,53.24608844,53.74638605,54.24668367,54.74698129,55.24727891,55.74757653,56.24787415,56.74817177,57.24846939,57.74876701,58.24906463,58.74936224,59.24965986,59.74995748,60.2502551,60.75055272,61.25085034,61.75114796,62.25144558,62.7517432,63.25204082,63.75233844,64.25263605,64.75293367,65.25323129,65.75352891,66.25382653,66.75412415,67.25442177,67.75471939,68.25501701,68.75531463,69.25561224,69.75590986,70.25620748,70.7565051,71.25680272
46.66666667,25.46666667,28.33333333,26.26666667,21,48.2,38.66666667,35.53333333,36.03809524,36.54285714,37.04761905,37.55238095,38.05714286,38.56190476,39.06666667,39.57142857,40.07619048,40.58095238,41.08571429,41.59047619,42.0952381,42.6,43.1047619,43.60952381,44.11428571,44.61904762,45.12380952,45.62857143,46.13333333,46.63809524,47.14285714,47.64761905,48.15238095,48.65714286,49.16190476,49.66666667,50.17142857,50.67619048,51.18095238,51.68571429,52.19047619,52.6952381,53.2,53.7047619,54.20952381,54.71428571,55.21904762,55.72380952,56.22857143,56.73333333,57.23809524,57.74285714,58.24761905,58.75238095,59.25714286,59.76190476,60.26666667,60.77142857,61.27619048,61.78095238,62.28571429,62.79047619,63.2952381,63.8,64.3047619,64.80952381,65.31428571,65.81904762,66.32380952,66.82857143,67.33333333,67.83809524,68.34285714,68.84761905,69.35238095,69.85714286,70.36190476,70.86666667,71.37142857,71.87619048
47.05952381,25.67738095,28.56904762,26.48452381,21.17142857,48.60714286,38.99166667,35.83129252,36.34051871,36.8497449,37.35897109,37.86819728,38.37742347,38.88664966,39.39587585,39.90510204,40.41432823,40.92355442,41.43278061,41.9420068,42.45123299,42.96045918,43.46968537,43.97891156,44.48813776,44.99736395,45.50659014,46.01581633,46.52504252,47.03426871,47.5434949,48.05272109,48.56194728,49.07117347,49.58039966,50.08962585,50.59885204,51.10807823,51.61730442,52.12653061,52.6357568,53.14498299,53.65420918,54.16343537,54.67266156,55.18188776,55.69111395,56.20034014,56.70956633,57.21879252,57.72801871,58.2372449,58.74647109,59.25569728,59.76492347,60.27414966,60.78337585,61.29260204,61.80182823,62.31105442,62.82028061,63.3295068,63.83873299,64.34795918,64.85718537,65.36641156,65.87563776,66.38486395,66.89409014,67.40331633,67.91254252,68.42176871,68.9309949,69.44022109,69.94944728,70.45867347,70.96789966,71.47712585,71.98635204,72.49557823
47.45238095,25.88809524,28.8047619,26.70238095,21.34285714,49.01428571,39.31666667,36.1292517,36.64294218,37.15663265,37.67032313,38.18401361,38.69770408,39.21139456,39.72508503,40.23877551,40.75246599,41.26615646,41.77984694,42.29353741,42.80722789,43.32091837,43.83460884,44.34829932,44.8619898,45.37568027,45.88937075,46.40306122,46.9167517,47.43044218,47.94413265,48.45782313,48.97151361,49.48520408,49.99889456,50.51258503,51.02627551,51.53996599,52.05365646,52.56734694,53.08103741,53.59472789,54.10841837,54.62210884,55.13579932,55.6494898,56.16318027,56.67687075,57.19056122,57.7042517,58.21794218,58.73163265,59.24532313,59.75901361,60.27270408,60.78639456,61.30008503,61.81377551,62.32746599,62.84115646,63.35484694,63.86853741,64.38222789,64.89591837,65.40960884,65.92329932,66.4369898,66.95068027,67.46437075,67.97806122,68.4917517,69.00544218,69.51913265,70.03282313,70.54651361,71.06020408,71.57389456,72.08758503,72.60127551,73.11496599
47.8452381,26.09880952,29.04047619,26.9202381,21.51428571,49.42142857,39.64166667,36.42721088,36.94536565,37.46352041,37.98167517,38.49982993,39.01798469,39.53613946,40.05429422,40.57244898,41.09060374,41.6087585,42.12691327,42.64506803,43.16322279,43.68137755,44.19953231,44.71768707,45.23584184,45.7539966,46.27215136,46.79030612,47.30846088,47.82661565,48.34477041,48.86292517,49.38107993,49.89923469,50.41738946,50.93554422,51.45369898,51.97185374,52.4900085,53.00816327,53.52631803,54.04447279,54.56262755,55.08078231,55.59893707,56.11709184,56.6352466,57.15340136,57.67155612,58.18971088,58.70786565,59.22602041,59.74417517,60.26232993,60.78048469,61.29863946,61.81679422,62.33494898,62.85310374,63.3712585,63.88941327,64.40756803,64.92572279,65.44387755,65.96203231,66.48018707,66.99834184,67.5164966,68.03465136,68.55280612,69.07096088,69.58911565,70.10727041,70.62542517,71.14357993,71.66173469,72.17988946,72.69804422,73.21619898,73.73435374
48.23809524,26.30952381,29.27619048,27.13809524,21.68571429,49.82857143,39.96666667,36.72517007,37.24778912,37.77040816,38.29302721,38.81564626,39.33826531,39.86088435,40.3835034,40.90612245,41.4287415,41.95136054,42.47397959,42.99659864,43.51921769,44.04183673,44.56445578,45.08707483,45.60969388,46.13231293,46.65493197,47.17755102,47.70017007,48.22278912,48.74540816,49.26802721,49.79064626,50.31326531,50.83588435,51.3585034,51.88112245,52.4037415,52.92636054,53.44897959,53.97159864,54.49421769,55.01683673,55.53945578,56.06207483,56.58469388,57.10731293,57.62993197,58.15255102,58.67517007,59.19778912,59.72040816,60.24302721,60.76564626,61.28826531,61.81088435,62.3335034,62.85612245,63.3787415,63.90136054,64.42397959,64.94659864,65.46921769,65.99183673,66.51445578,67.03707483,67.55969388,68.08231293,68.60493197,69.12755102,69.65017007,70.17278912,70.69540816,71.21802721,71.74064626,72.26326531,72.78588435,73.3085034,73.83112245,74.3537415
48.63095238,26.5202381,29.51190476,27.35595238,21.85714286,50.23571429,40.29166667,37.02312925,37.55021259,38.07729592,38.60437925,39.13146259,39.65854592,40.18562925,40.71271259,41.23979592,41.76687925,42.29396259,42.82104592,43.34812925,43.87521259,44.40229592,44.92937925,45.45646259,45.98354592,46.51062925,47.03771259,47.56479592,48.09187925,48.61896259,49.14604592,49.67312925,50.20021259,50.72729592,51.25437925,51.78146259,52.30854592,52.83562925,53.36271259,53.88979592,54.41687925,54.94396259,55.47104592,55.99812925,56.52521259,57.05229592,57.57937925,58.10646259,58.63354592,59.16062925,59.68771259,60.21479592,60.74187925,61.26896259,61.79604592,62.32312925,62.85021259,63.37729592,63.90437925,64.43146259,64.95854592,65.48562925,66.01271259,66.53979592,67.06687925,67.59396259,68.12104592,68.64812925,69.17521259,69.70229592,70.22937925,70.75646259,71.28354592,71.81062925,72.33771259,72.86479592,73.39187925,73.91896259,74.44604592,74.97312925
49.02380952,26.73095238,29.74761905,27.57380952,22.02857143,50.64285714,40.61666667,37.32108844,37.85263605,38.38418367,38.91573129,39.44727891,39.97882653,40.51037415,41.04192177,41.57346939,42.10501701,42.63656463,43.16811224,43.69965986,44.23120748,44.7627551,45.29430272,45.82585034,46.35739796,46.88894558,47.4204932,47.95204082,48.48358844,49.01513605,49.54668367,50.07823129,50.60977891,51.14132653,51.67287415,52.20442177,52.73596939,53.26751701,53.79906463,54.33061224,54.86215986,55.39370748,55.9252551,56.45680272,56.98835034,57.51989796,58.05144558,58.5829932,59.11454082,59.64608844,60.17763605,60.70918367,61.24073129,61.77227891,62.30382653,62.83537415,63.36692177,63.89846939,64.43001701,64.96156463,65.49311224,66.02465986,66.55620748,67.0877551,67.61930272,68.15085034,68.68239796,69.21394558,69.7454932,70.27704082,70.80858844,71.34013605,71.87168367,72.40323129,72.93477891,73.46632653,73.99787415,74.52942177,75.06096939,75.59251701
49.41666667,26.94166667,29.98333333,27.79166667,22.2,51.05,40.94166667,37.61904762,38.15505952,38.69107143,39.22708333,39.76309524,40.29910714,40.83511905,41.37113095,41.90714286,42.44315476,42.97916667,43.51517857,44.05119048,44.58720238,45.12321429,45.65922619,46.1952381,46.73125,47.2672619,47.80327381,48.33928571,48.87529762,49.41130952,49.94732143,50.48333333,51.01934524,51.55535714,52.09136905,52.62738095,53.16339286,53.69940476,54.23541667,54.77142857,55.30744048,55.84345238,56.37946429,56.91547619,57.4514881,57.9875,58.5235119,59.05952381,59.59553571,60.13154762,60.66755952,61.20357143,61.73958333,62.27559524,62.81160714,63.34761905,63.88363095,64.41964286,64.95565476,65.49166667,66.02767857,66.56369048,67.09970238,67.63571429,68.17172619,68.7077381,69.24375,69.7797619,70.31577381,70.85178571,71.38779762,71.92380952,72.45982143,72.99583333,73.53184524,74.06785714,74.60386905,75.13988095,75.67589286,76.21190476
49.80952381,27.15238095,30.21904762,28.00952381,22.37142857,51.45714286,41.26666667,37.9170068,38.45748299,38.99795918,39.53843537,40.07891156,40.61938776,41.15986395,41.70034014,42.24081633,42.78129252,43.32176871,43.8622449,44.40272109,44.94319728,45.48367347,46.02414966,46.56462585,47.10510204,47.64557823,48.18605442,48.72653061,49.2670068,49.80748299,50.34795918,50.88843537,51.42891156,51.96938776,52.50986395,53.05034014,53.59081633,54.13129252,54.67176871,55.2122449,55.75272109,56.29319728,56.83367347,57.37414966,57.91462585,58.45510204,58.99557823,59.53605442,60.07653061,60.6170068,61.15748299,61.69795918,62.23843537,62.77891156,63.31938776,63.85986395,64.40034014,64.94081633,65.48129252,66.02176871,66.5622449,67.10272109,67.64319728,68.18367347,68.72414966,69.26462585,69.80510204,70.34557823,70.88605442,71.42653061,71.9670068,72.50748299,73.04795918,73.58843537,74.12891156,74.66938776,75.20986395,75.75034014,76.29081633,76.83129252
50.20238095,27.36309524,30.4547619,28.22738095,22.54285714,51.86428571,41.59166667,38.21496599,38.75990646,39.30484694,39.84978741,40.39472789,40.93966837,41.48460884,42.02954932,42.5744898,43.11943027,43.66437075,44.20931122,44.7542517,45.29919218,45.84413265,46.38907313,46.93401361,47.47895408,48.02389456,48.56883503,49.11377551,49.65871599,50.20365646,50.74859694,51.29353741,51.83847789,52.38341837,52.92835884,53.47329932,54.0182398,54.56318027,55.10812075,55.65306122,56.1980017,56.74294218,57.28788265,57.83282313,58.37776361,58.92270408,59.46764456,60.01258503,60.55752551,61.10246599,61.64740646,62.19234694,62.73728741,63.28222789,63.82716837,64.37210884,64.91704932,65.4619898,66.00693027,66.55187075,67.09681122,67.6417517,68.18669218,68.73163265,69.27657313,69.82151361,70.36645408,70.91139456,71.45633503,72.00127551,72.54621599,73.09115646,73.63609694,74.18103741,74.72597789,75.27091837,75.81585884,76.36079932,76.9057398,77.45068027
50.5952381,27.57380952,30.69047619,28.4452381,22.71428571,52.27142857,41.91666667,38.51292517,39.06232993,39.61173469,40.16113946,40.71054422,41.25994898,41.80935374,42.3587585,42.90816327,43.45756803,44.00697279,44.55637755,45.10578231,45.65518707,46.20459184,46.7539966,47.30340136,47.85280612,48.40221088,48.95161565,49.50102041,50.05042517,50.59982993,51.14923469,51.69863946,52.24804422,52.79744898,53.34685374,53.8962585,54.44566327,54.99506803,55.54447279,56.09387755,56.64328231,57.19268707,57.74209184,58.2914966,58.84090136,59.39030612,59.93971088,60.48911565,61.03852041,61.58792517,62.13732993,62.68673469,63.23613946,63.78554422,64.33494898,64.88435374,65.4337585,65.98316327,66.53256803,67.08197279,67.63137755,68.18078231,68.73018707,69.27959184,69.8289966,70.37840136,70.92780612,71.47721088,72.02661565,72.57602041,73.12542517,73.67482993,74.22423469,74.77363946,75.32304422,75.87244898,76.42185374,76.9712585,77.52066327,78.07006803
50.98809524,27.78452381,30.92619048,28.66309524,22.88571429,52.67857143,42.24166667,38.81088435,39.3647534,39.91862245,40.4724915,41.02636054,41.58022959,42.13409864,42.68796769,43.24183673,43.79570578,44.34957483,44.90344388,45.45731293,46.01118197,46.56505102,47.11892007,47.67278912,48.22665816,48.78052721,49.33439626,49.88826531,50.44213435,50.9960034,51.54987245,52.1037415,52.65761054,53.21147959,53.76534864,54.31921769,54.87308673,55.42695578,55.98082483,56.53469388,57.08856293,57.64243197,58.19630102,58.75017007,59.30403912,59.85790816,60.41177721,60.96564626,61.51951531,62.07338435,62.6272534,63.18112245,63.7349915,64.28886054,64.84272959,65.39659864,65.95046769,66.50433673,67.05820578,67.61207483,68.16594388,68.71981293,69.27368197,69.82755102,70.38142007,70.93528912,71.48915816,72.04302721,72.59689626,73.15076531,73.70463435,74.2585034,74.81237245,75.3662415,75.92011054,76.47397959,77.02784864,77.58171769,78.13558673,78.68945578
51.38095238,27.9952381,31.16190476,28.88095238,23.05714286,53.08571429,42.56666667,39.10884354,39.66717687,40.2255102,40.78384354,41.34217687,41.9005102,42.45884354,43.01717687,43.5755102,44.13384354,44.69217687,45.2505102,45.80884354,46.36717687,46.9255102,47.48384354,48.04217687,48.6005102,49.15884354,49.71717687,50.2755102,50.83384354,51.39217687,51.9505102,52.50884354,53.06717687,53.6255102,54.18384354,54.74217687,55.3005102,55.85884354,56.41717687,56.9755102,57.53384354,58.09217687,58.6505102,59.20884354,59.76717687,60.3255102,60.88384354,61.44217687,62.0005102,62.55884354,63.11717687,63.6755102,64.23384354,64.79217687,65.3505102,65.90884354,66.46717687,67.0255102,67.58384354,68.14217687,68.7005102,69.25884354,69.81717687,70.3755102,70.93384354,71.49217687,72.0505102,72.60884354,73.16717687,73.7255102,74.28384354,74.84217687,75.4005102,75.95884354,76.51717687,77.0755102,77.63384354,78.19217687,78.7505102,79.30884354
51.77380952,28.20595238,31.39761905,29.09880952,23.22857143,53.49285714,42.89166667,39.40680272,39.96960034,40.53239796,41.09519558,41.6579932,42.22079082,42.78358844,43.34638605,43.90918367,44.47198129,45.03477891,45.59757653,46.16037415,46.72317177,47.28596939,47.84876701,48.41156463,48.97436224,49.53715986,50.09995748,50.6627551,51.22555272,51.78835034,52.35114796,52.91394558,53.4767432,54.03954082,54.60233844,55.16513605,55.72793367,56.29073129,56.85352891,57.41632653,57.97912415,58.54192177,59.10471939,59.66751701,60.23031463,60.79311224,61.35590986,61.91870748,62.4815051,63.04430272,63.60710034,64.16989796,64.73269558,65.2954932,65.85829082,66.42108844,66.98388605,67.54668367,68.10948129,68.67227891,69.23507653,69.79787415,70.36067177,70.92346939,71.48626701,72.04906463,72.61186224,73.17465986,73.73745748,74.3002551,74.86305272,75.42585034,75.98864796,76.55144558,77.1142432,77.67704082,78.23983844,78.80263605,79.36543367,79.92823129
52.16666667,28.41666667,31.63333333,29.31666667,23.4,53.9,43.21666667,39.7047619,40.27202381,40.83928571,41.40654762,41.97380952,42.54107143,43.10833333,43.67559524,44.24285714,44.81011905,45.37738095,45.94464286,46.51190476,47.07916667,47.64642857,48.21369048,48.78095238,49.34821429,49.91547619,50.4827381,51.05,51.6172619,52.18452381,52.75178571,53.31904762,53.88630952,54.45357143,55.02083333,55.58809524,56.15535714,56.72261905,57.28988095,57.85714286,58.42440476,58.99166667,59.55892857,60.12619048,60.69345238,61.26071429,61.82797619,62.3952381,62.9625,63.5297619,64.09702381,64.66428571,65.23154762,65.79880952,66.36607143,66.93333333,67.50059524,68.06785714,68.63511905,69.20238095,69.76964286,70.33690476,70.90416667,71.47142857,72.03869048,72.60595238,73.17321429,73.74047619,74.3077381,74.875,75.4422619,76.00952381,76.57678571,77.14404762,77.71130952,78.27857143,78.84583333,79.41309524,79.98035714,80.54761905
52.55952381,28.62738095,31.86904762,29.53452381,23.57142857,54.30714286,43.54166667,40.00272109,40.57444728,41.14617347,41.71789966,42.28962585,42.86135204,43.43307823,44.00480442,44.57653061,45.1482568,45.71998299,46.29170918,46.86343537,47.43516156,48.00688776,48.57861395,49.15034014,49.72206633,50.29379252,50.86551871,51.4372449,52.00897109,52.58069728,53.15242347,53.72414966,54.29587585,54.86760204,55.43932823,56.01105442,56.58278061,57.1545068,57.72623299,58.29795918,58.86968537,59.44141156,60.01313776,60.58486395,61.15659014,61.72831633,62.30004252,62.87176871,63.4434949,64.01522109,64.58694728,65.15867347,65.73039966,66.30212585,66.87385204,67.44557823,68.01730442,68.58903061,69.1607568,69.73248299,70.30420918,70.87593537,71.44766156,72.01938776,72.59111395,73.16284014,73.73456633,74.30629252,74.87801871,75.4497449,76.02147109,76.59319728,77.16492347,77.73664966,78.30837585,78.88010204,79.45182823,80.02355442,80.59528061,81.1670068
52.95238095,28.83809524,32.1047619,29.75238095,23.74285714,54.71428571,43.86666667,40.30068027,40.87687075,41.45306122,42.0292517,42.60544218,43.18163265,43.75782313,44.33401361,44.91020408,45.48639456,46.06258503,46.63877551,47.21496599,47.79115646,48.36734694,48.94353741,49.51972789,50.09591837,50.67210884,51.24829932,51.8244898,52.40068027,52.97687075,53.55306122,54.1292517,54.70544218,55.28163265,55.85782313,56.43401361,57.01020408,57.58639456,58.16258503,58.73877551,59.31496599,59.89115646,60.46734694,61.04353741,61.61972789,62.19591837,62.77210884,63.34829932,63.9244898,64.50068027,65.07687075,65.65306122,66.2292517,66.80544218,67.38163265,67.95782313,68.53401361,69.11020408,69.68639456,70.26258503,70.83877551,71.41496599,71.99115646,72.56734694,73.14353741,73.71972789,74.29591837,74.87210884,75.44829932,76.0244898,76.60068027,77.17687075,77.75306122,78.3292517,78.90544218,79.48163265,80.05782313,80.63401361,81.21020408,81.78639456
53.3452381,29.04880952,32.34047619,29.9702381,23.91428571,55.12142857,44.19166667,40.59863946,41.17929422,41.75994898,42.34060374,42.9212585,43.50191327,44.08256803,44.66322279,45.24387755,45.82453231,46.40518707,46.98584184,47.5664966,48.14715136,48.72780612,49.30846088,49.88911565,50.46977041,51.05042517,51.63107993,52.21173469,52.79238946,53.37304422,53.95369898,54.53435374,55.1150085,55.69566327,56.27631803,56.85697279,57.43762755,58.01828231,58.59893707,59.17959184,59.7602466,60.34090136,60.92155612,61.50221088,62.08286565,62.66352041,63.24417517,63.82482993,64.40548469,64.98613946,65.56679422,66.14744898,66.72810374,67.3087585,67.88941327,68.47006803,69.05072279,69.63137755,70.21203231,70.79268707,71.37334184,71.9539966,72.53465136,73.11530612,73.69596088,74.27661565,74.85727041,75.43792517,76.01857993,76.59923469,77.17988946,77.76054422,78.34119898,78.92185374,79.5025085,80.08316327,80.66381803,81.24447279,81.82512755,82.40578231
53.73809524,29.25952381,32.57619048,30.18809524,24.08571429,55.52857143,44.51666667,40.89659864,41.48171769,42.06683673,42.65195578,43.23707483,43.82219388,44.40731293,44.99243197,45.57755102,46.16267007,46.74778912,47.33290816,47.91802721,48.50314626,49.08826531,49.67338435,50.2585034,50.84362245,51.4287415,52.01386054,52.59897959,53.18409864,53.76921769,54.35433673,54.93945578,55.52457483,56.10969388,56.69481293,57.27993197,57.86505102,58.45017007,59.03528912,59.62040816,60.20552721,60.79064626,61.37576531,61.96088435,62.5460034,63.13112245,63.7162415,64.30136054,64.88647959,65.47159864,66.05671769,66.64183673,67.22695578,67.81207483,68.39719388,68.98231293,69.56743197,70.15255102,70.73767007,71.32278912,71.90790816,72.49302721,73.07814626,73.66326531,74.24838435,74.8335034,75.41862245,76.0037415,76.58886054,77.17397959,77.75909864,78.34421769,78.92933673,79.51445578,80.09957483,80.68469388,81.26981293,81.85493197,82.44005102,83.02517007
54.13095238,29.4702381,32.81190476,30.40595238,24.25714286,55.93571429,44.84166667,41.19455782,41.78414116,42.37372449,42.96330782,43.55289116,44.14247449,44.73205782,45.32164116,45.91122449,46.50080782,47.09039116,47.67997449,48.26955782,48.85914116,49.44872449,50.03830782,50.62789116,51.21747449,51.80705782,52.39664116,52.98622449,53.57580782,54.16539116,54.75497449,55.34455782,55.93414116,56.52372449,57.11330782,57.70289116,58.29247449,58.88205782,59.47164116,60.06122449,60.65080782,61.24039116,61.82997449,62.41955782,63.00914116,63.59872449,64.18830782,64.77789116,65.36747449,65.95705782,66.54664116,67.13622449,67.72580782,68.31539116,68.90497449,69.49455782,70.08414116,70.67372449,71.26330782,71.85289116,72.44247449,73.03205782,73.62164116,74.21122449,74.80080782,75.39039116,75.97997449,76.56955782,77.15914116,77.74872449,78.33830782,78.92789116,79.51747449,80.10705782,80.69664116,81.28622449,81.87580782,82.46539116,83.05497449,83.64455782
54.52380952,29.68095238,33.04761905,30.62380952,24.42857143,56.34285714,45.16666667,41.49251701,42.08656463,42.68061224,43.27465986,43.86870748,44.4627551,45.05680272,45.65085034,46.24489796,46.83894558,47.4329932,48.02704082,48.62108844,49.21513605,49.80918367,50.40323129,50.99727891,51.59132653,52.18537415,52.77942177,53.37346939,53.96751701,54.56156463,55.15561224,55.74965986,56.34370748,56.9377551,57.53180272,58.12585034,58.71989796,59.31394558,59.9079932,60.50204082,61.09608844,61.69013605,62.28418367,62.87823129,63.47227891,64.06632653,64.66037415,65.25442177,65.84846939,66.44251701,67.03656463,67.63061224,68.22465986,68.81870748,69.4127551,70.00680272,70.60085034,71.19489796,71.78894558,72.3829932,72.97704082,73.57108844,74.16513605,74.75918367,75.35323129,75.94727891,76.54132653,77.13537415,77.72942177,78.32346939,78.91751701,79.51156463,80.10561224,80.69965986,81.29370748,81.8877551,82.48180272,83.07585034,83.66989796,84.26394558
54.91666667,29.89166667,33.28333333,30.84166667,24.6,56.75,45.49166667,41.79047619,42.3889881,42.9875,43.5860119,44.18452381,44.78303571,45.38154762,45.98005952,46.57857143,47.17708333,47.77559524,48.37410714,48.97261905,49.57113095,50.16964286,50.76815476,51.36666667,51.96517857,52.56369048,53.16220238,53.76071429,54.35922619,54.9577381,55.55625,56.1547619,56.75327381,57.35178571,57.95029762,58.54880952,59.14732143,59.74583333,60.34434524,60.94285714,61.54136905,62.13988095,62.73839286,63.33690476,63.93541667,64.53392857,65.13244048,65.73095238,66.32946429,66.92797619,67.5264881,68.125,68.7235119,69.32202381,69.92053571,70.51904762,71.11755952,71.71607143,72.31458333,72.91309524,73.51160714,74.11011905,74.70863095,75.30714286,75.90565476,76.50416667,77.10267857,77.70119048,78.29970238,78.89821429,79.49672619,80.0952381,80.69375,81.2922619,81.89077381,82.48928571,83.08779762,83.68630952,84.28482143,84.88333333
